"Deliverable 
(Streamtime: Item Name)","Description
(Streamtime: Description)",Resource, Dept Rate,Effort / Quantity,Cost Rate ,Total Cost ,Sell Rate,Total Sell ,Deliverable Price ,Internal Notes
Add-on SEO item: Backlinks Package - 6 backlinks,"This package includes a list of domain recommendations, acquisition of 6 backlinks, and creation of 6 Guest Posts in high-traffic and niche-relevant Domains (DR 20-65)",Marketing Director,Marketing Direction,0, $ 240 , $ -   , $ 240 , $ -   ,,
Add-on SEO item: Backlinks Package - 6 backlinks,"This package includes a list of domain recommendations, acquisition of 6 backlinks, and creation of 6 Guest Posts in high-traffic and niche-relevant Domains (DR 20-65)",[Expense],Backlinks Pack B,1," $ 1,400 "," $ 1,400 "," $ 2,800 "," $ 2,800.00 ",,
Add-on SEO item: Backlinks Package - 6 backlinks,"This package includes a list of domain recommendations, acquisition of 6 backlinks, and creation of 6 Guest Posts in high-traffic and niche-relevant Domains (DR 20-65)",Project Manager,Project Management,2, $ 131 , $ 262 , $ 180 , $ 360.00 ,,
Add-on SEO item: Backlinks Package - 6 backlinks,"This package includes a list of domain recommendations, acquisition of 6 backlinks, and creation of 6 Guest Posts in high-traffic and niche-relevant Domains (DR 20-65)",Account Manager,Account Management,0, $ 170 , $ -   , $ 180 , $ -   ,,
Add-on SEO item: Backlinks Package - 3 backlinks,"This package includes a list of domain recommendations, acquisition of 3 backlinks, and creation of 3 Guest Posts in high-traffic and niche-relevant Domains (DR 20-65)",Marketer,Marketing,4, $ 140 , $ 560 , $ 170 , $ 680.00 ," $ 2,240.00 ",
Add-on SEO item: Backlinks Package - 3 backlinks,"This package includes a list of domain recommendations, acquisition of 3 backlinks, and creation of 3 Guest Posts in high-traffic and niche-relevant Domains (DR 20-65)",Marketing Director,Marketing Direction,0, $ 240 , $ -   , $ 240 , $ -   ,,
Add-on SEO item: Backlinks Package - 3 backlinks,"This package includes a list of domain recommendations, acquisition of 3 backlinks, and creation of 3 Guest Posts in high-traffic and niche-relevant Domains (DR 20-65)",[Expense],Backlinks Pack A,1, $ 700 , $ 700 ," $ 1,200 "," $ 1,200.00 ",,
Add-on SEO item: Backlinks Package - 3 backlinks,"This package includes a list of domain recommendations, acquisition of 3 backlinks, and creation of 3 Guest Posts in high-traffic and niche-relevant Domains (DR 20-65)",Project Manager,Project Management,2, $ 131 , $ 262 , $ 180 , $ 360.00 ,,
Add-on SEO item: Backlinks Package - 3 backlinks,"This package includes a list of domain recommendations, acquisition of 3 backlinks, and creation of 3 Guest Posts in high-traffic and niche-relevant Domains (DR 20-65)",Account Manager,Account Management,0, $ 170 , $ -   , $ 180 , $ -   ,,
Add-on SEO item: Keyword Research,- Conduct topic and keyword research to identify high-search-volume and trending topics and keywords (up to 5 topics and 50 keywords),Marketer,Marketing,18, $ 140 ," $ 2,520 ", $ 170 ," $ 3,060.00 "," $ 3,900.00 ",
Add-on SEO item: Keyword Research,- Conduct topic and keyword research to identify high-search-volume and trending topics and keywords (up to 5 topics and 50 keywords),Marketing Director,Marketing Direction,2, $ 240 , $ 480 , $ 240 , $ 480.00 ,,
Add-on SEO item: Keyword Research,- Conduct topic and keyword research to identify high-search-volume and trending topics and keywords (up to 5 topics and 50 keywords),Copywriter,Content,0, $ 147 , $ -   , $ 170 , $ -   ,,
Add-on SEO item: Keyword Research,- Conduct topic and keyword research to identify high-search-volume and trending topics and keywords (up to 5 topics and 50 keywords),Developer,Tech,0, $ 144 , $ -   , $ 150 , $ -   ,,
Add-on SEO item: Keyword Research,- Conduct topic and keyword research to identify high-search-volume and trending topics and keywords (up to 5 topics and 50 keywords),Project Manager,Project Management,2, $ 131 , $ 262 , $ 180 , $ 360.00 ,,
Add-on SEO item: Keyword Research,- Conduct topic and keyword research to identify high-search-volume and trending topics and keywords (up to 5 topics and 50 keywords),Account Manager,Account Management,0, $ 170 , $ -   , $ 180 , $ -   ,,
Add-on SEO item: Content Strategy,"- Provision of a detailed explanation of the recommended Content tactics
- Conduct topic and keyword research to identify high-search-volume and trending topics and keywords (up to 5 topics and 50 keywords)
- Provision of a list of Content ideas and a Content Calendar (up to 50 content ideas)",Marketer,Marketing,36, $ 140 ," $ 5,040 ", $ 170 ," $ 6,120.00 "," $ 7,800.00 ",
Add-on SEO item: Content Strategy,"- Provision of a detailed explanation of the recommended Content tactics
- Conduct topic and keyword research to identify high-search-volume and trending topics and keywords (up to 5 topics and 50 keywords)
- Provision of a list of Content ideas and a Content Calendar (up to 50 content ideas)",Marketing Director,Marketing Direction,4, $ 240 , $ 960 , $ 240 , $ 960.00 ,,
Add-on SEO item: Content Strategy,"- Provision of a detailed explanation of the recommended Content tactics
- Conduct topic and keyword research to identify high-search-volume and trending topics and keywords (up to 5 topics and 50 keywords)
- Provision of a list of Content ideas and a Content Calendar (up to 50 content ideas)",Copywriter,Content,0, $ 147 , $ -   , $ 170 , $ -   ,,
Add-on SEO item: Content Strategy,"- Provision of a detailed explanation of the recommended Content tactics
- Conduct topic and keyword research to identify high-search-volume and trending topics and keywords (up to 5 topics and 50 keywords)
- Provision of a list of Content ideas and a Content Calendar (up to 50 content ideas)",Developer,Tech,0, $ 144 , $ -   , $ 150 , $ -   ,,
Add-on SEO item: Content Strategy,"- Provision of a detailed explanation of the recommended Content tactics
- Conduct topic and keyword research to identify high-search-volume and trending topics and keywords (up to 5 topics and 50 keywords)
- Provision of a list of Content ideas and a Content Calendar (up to 50 content ideas)",Project Manager,Project Management,4, $ 131 , $ 524 , $ 180 , $ 720.00 ,,
Add-on SEO item: Content Strategy,"- Provision of a detailed explanation of the recommended Content tactics
- Conduct topic and keyword research to identify high-search-volume and trending topics and keywords (up to 5 topics and 50 keywords)
- Provision of a list of Content ideas and a Content Calendar (up to 50 content ideas)",Account Manager,Account Management,0, $ 170 , $ -   , $ 180 , $ -   ,,
[Custom] SEO asset: 1 Content Pillar Page and 5 Short Blog Posts,"This package includes 1x Content Pillar Page (1,200-1,500 words) linking to 5 Short Articles (600-800 words)",Marketer,Marketing,4, $ 140 , $ 560 , $ 170 , $ 680.00 ," $ 11,930.00 ",
[Custom] SEO asset: 1 Content Pillar Page and 5 Short Blog Posts,"This package includes 1x Content Pillar Page (1,200-1,500 words) linking to 5 Short Articles (600-800 words)",Marketing Director,Marketing Direction,1, $ 240 , $ 240 , $ 240 , $ 240.00 ,,
[Custom] SEO asset: 1 Content Pillar Page and 5 Short Blog Posts,"This package includes 1x Content Pillar Page (1,200-1,500 words) linking to 5 Short Articles (600-800 words)",Creative Director,Creative Direction,0, $ 280 , $ -   , $ 280 , $ -   ,,
[Custom] SEO asset: 1 Content Pillar Page and 5 Short Blog Posts,"This package includes 1x Content Pillar Page (1,200-1,500 words) linking to 5 Short Articles (600-800 words)",[Expense],Shutterstock (per image),7, $ 50 , $ 350 , $ 50 , $ 350.00 ,,
[Custom] SEO asset: 1 Content Pillar Page and 5 Short Blog Posts,"This package includes 1x Content Pillar Page (1,200-1,500 words) linking to 5 Short Articles (600-800 words)",Copywriter,Content,44, $ 147 ," $ 6,468 ", $ 170 ," $ 7,480.00 ",,
[Custom] SEO asset: 1 Content Pillar Page and 5 Short Blog Posts,"This package includes 1x Content Pillar Page (1,200-1,500 words) linking to 5 Short Articles (600-800 words)",Designer,Creative,6, $ 122 , $ 732 , $ 170 ," $ 1,020.00 ",,
[Custom] SEO asset: 1 Content Pillar Page and 5 Short Blog Posts,"This package includes 1x Content Pillar Page (1,200-1,500 words) linking to 5 Short Articles (600-800 words)",Content Strategist,Strategy,6, $ 133 , $ 798 , $ 180 ," $ 1,080.00 ",,
[Custom] SEO asset: 1 Content Pillar Page and 5 Short Blog Posts,"This package includes 1x Content Pillar Page (1,200-1,500 words) linking to 5 Short Articles (600-800 words)",Project Manager,Project Management,6, $ 131 , $ 786 , $ 180 ," $ 1,080.00 ",,
[Custom] SEO asset: 1 Content Pillar Page and 5 Short Blog Posts,"This package includes 1x Content Pillar Page (1,200-1,500 words) linking to 5 Short Articles (600-800 words)",Account Manager,Account Management,0, $ 170 , $ -   , $ 180 , $ -   ,,
[Custom] SEO asset: 1 Content Pillar Page and 2 Short Blog Posts,"This package includes 1x Content Pillar Page (1,200-1,500 words) linking to 2 Short Articles (600-800 words)",Marketer,Marketing,3, $ 140 , $ 420 , $ 170 , $ 510.00 ," $ 7,360.00 ",
[Custom] SEO asset: 1 Content Pillar Page and 2 Short Blog Posts,"This package includes 1x Content Pillar Page (1,200-1,500 words) linking to 2 Short Articles (600-800 words)",Marketing Director,Marketing Direction,0.5, $ 240 , $ 120 , $ 240 , $ 120.00 ,,
[Custom] SEO asset: 1 Content Pillar Page and 2 Short Blog Posts,"This package includes 1x Content Pillar Page (1,200-1,500 words) linking to 2 Short Articles (600-800 words)",Creative Director,Creative Direction,0, $ 280 , $ -   , $ 280 , $ -   ,,
[Custom] SEO asset: 1 Content Pillar Page and 2 Short Blog Posts,"This package includes 1x Content Pillar Page (1,200-1,500 words) linking to 2 Short Articles (600-800 words)",[Expense],Shutterstock (per image),4, $ 50 , $ 200 , $ 50 , $ 200.00 ,,
[Custom] SEO asset: 1 Content Pillar Page and 2 Short Blog Posts,"This package includes 1x Content Pillar Page (1,200-1,500 words) linking to 2 Short Articles (600-800 words)",Copywriter,Content,28, $ 147 ," $ 4,116 ", $ 170 ," $ 4,760.00 ",,
[Custom] SEO asset: 1 Content Pillar Page and 2 Short Blog Posts,"This package includes 1x Content Pillar Page (1,200-1,500 words) linking to 2 Short Articles (600-800 words)",Designer,Creative,3, $ 122 , $ 366 , $ 170 , $ 510.00 ,,
[Custom] SEO asset: 1 Content Pillar Page and 2 Short Blog Posts,"This package includes 1x Content Pillar Page (1,200-1,500 words) linking to 2 Short Articles (600-800 words)",Content Strategist,Strategy,3, $ 133 , $ 399 , $ 180 , $ 540.00 ,,
[Custom] SEO asset: 1 Content Pillar Page and 2 Short Blog Posts,"This package includes 1x Content Pillar Page (1,200-1,500 words) linking to 2 Short Articles (600-800 words)",Project Manager,Project Management,4, $ 131 , $ 524 , $ 180 , $ 720.00 ,,
[Custom] SEO asset: 1 Content Pillar Page and 2 Short Blog Posts,"This package includes 1x Content Pillar Page (1,200-1,500 words) linking to 2 Short Articles (600-800 words)",Account Manager,Account Management,0, $ 170 , $ -   , $ 180 , $ -   ,,
[Custom] SEO asset: Short Blog Post,"A 600 to 800-word blog post. Scope includes research, synopsis-making, photo sourcing, keyword research, crafting and editing of content. May include uploading onto CMS.",Copywriter,Content,7, $ 147 ," $ 1,029 ", $ 170 ," $ 1,190.00 "," $ 2,290.00 ",
[Custom] SEO asset: Short Blog Post,"A 600 to 800-word blog post. Scope includes research, synopsis-making, photo sourcing, keyword research, crafting and editing of content. May include uploading onto CMS.",Marketer,Marketing,2, $ 140 , $ 280 , $ 170 , $ 340.00 ,,
[Custom] SEO asset: Short Blog Post,"A 600 to 800-word blog post. Scope includes research, synopsis-making, photo sourcing, keyword research, crafting and editing of content. May include uploading onto CMS.",Designer,Creative,1, $ 122 , $ 122 , $ 170 , $ 170.00 ,,
[Custom] SEO asset: Short Blog Post,"A 600 to 800-word blog post. Scope includes research, synopsis-making, photo sourcing, keyword research, crafting and editing of content. May include uploading onto CMS.",Creative Director,Creative Direction,0, $ 280 , $ -   , $ 280 , $ -   ,,
[Custom] SEO asset: Short Blog Post,"A 600 to 800-word blog post. Scope includes research, synopsis-making, photo sourcing, keyword research, crafting and editing of content. May include uploading onto CMS.",[Expense],Shutterstock (per image),1, $ 50 , $ 50 , $ 50 , $ 50.00 ,,
[Custom] SEO asset: Short Blog Post,"A 600 to 800-word blog post. Scope includes research, synopsis-making, photo sourcing, keyword research, crafting and editing of content. May include uploading onto CMS.",Content Strategist,Strategy,1, $ 133 , $ 133 , $ 180 , $ 180.00 ,,
[Custom] SEO asset: Short Blog Post,"A 600 to 800-word blog post. Scope includes research, synopsis-making, photo sourcing, keyword research, crafting and editing of content. May include uploading onto CMS.",Project Manager,Project Management,2, $ 131 , $ 262 , $ 180 , $ 360.00 ,,
[Custom] SEO asset: Long Blog Post,"A 1,000 to 1,200-word blog post. Scope includes research, synopsis-making, photo sourcing, keyword research, crafting and editing of content. May include uploading onto CMS.",Copywriter,Content,10, $ 147 ," $ 1,470 ", $ 170 ," $ 1,700.00 "," $ 2,850.00 ",
[Custom] SEO asset: Long Blog Post,"A 1,000 to 1,200-word blog post. Scope includes research, synopsis-making, photo sourcing, keyword research, crafting and editing of content. May include uploading onto CMS.",Marketer,Marketing,2, $ 140 , $ 280 , $ 170 , $ 340.00 ,,
[Custom] SEO asset: Long Blog Post,"A 1,000 to 1,200-word blog post. Scope includes research, synopsis-making, photo sourcing, keyword research, crafting and editing of content. May include uploading onto CMS.",Designer,Creative,1, $ 122 , $ 122 , $ 170 , $ 170.00 ,,
[Custom] SEO asset: Long Blog Post,"A 1,000 to 1,200-word blog post. Scope includes research, synopsis-making, photo sourcing, keyword research, crafting and editing of content. May include uploading onto CMS.",Creative Director,Creative Direction,0, $ 280 , $ -   , $ 280 , $ -   ,,
[Custom] SEO asset: Long Blog Post,"A 1,000 to 1,200-word blog post. Scope includes research, synopsis-making, photo sourcing, keyword research, crafting and editing of content. May include uploading onto CMS.",[Expense],Shutterstock (per image),2, $ 50 , $ 100 , $ 50 , $ 100.00 ,,
[Custom] SEO asset: Long Blog Post,"A 1,000 to 1,200-word blog post. Scope includes research, synopsis-making, photo sourcing, keyword research, crafting and editing of content. May include uploading onto CMS.",Content Strategist,Strategy,1, $ 133 , $ 133 , $ 180 , $ 180.00 ,,
[Custom] SEO asset: Long Blog Post,"A 1,000 to 1,200-word blog post. Scope includes research, synopsis-making, photo sourcing, keyword research, crafting and editing of content. May include uploading onto CMS.",Project Manager,Project Management,2, $ 131 , $ 262 , $ 180 , $ 360.00 ,,
[Custom] SEO asset: Content Pillar Page,"A 1,200 to 1,500-word blog post to link with 2-10 other pages. Scope includes research, synopsis-making, photo sourcing, keyword research, crafting and editing of content. May include uploading onto CMS.",Copywriter,Content,12, $ 147 ," $ 1,764 ", $ 170 ," $ 2,040.00 "," $ 3,180.00 ",
[Custom] SEO asset: Content Pillar Page,"A 1,200 to 1,500-word blog post to link with 2-10 other pages. Scope includes research, synopsis-making, photo sourcing, keyword research, crafting and editing of content. May include uploading onto CMS.",Marketer,Marketing,2, $ 140 , $ 280 , $ 170 , $ 340.00 ,,
[Custom] SEO asset: Content Pillar Page,"A 1,200 to 1,500-word blog post to link with 2-10 other pages. Scope includes research, synopsis-making, photo sourcing, keyword research, crafting and editing of content. May include uploading onto CMS.",Designer,Creative,2, $ 122 , $ 244 , $ 170 , $ 340.00 ,,
[Custom] SEO asset: Content Pillar Page,"A 1,200 to 1,500-word blog post to link with 2-10 other pages. Scope includes research, synopsis-making, photo sourcing, keyword research, crafting and editing of content. May include uploading onto CMS.",Creative Director,Creative Direction,0, $ 280 , $ -   , $ 280 , $ -   ,,
[Custom] SEO asset: Content Pillar Page,"A 1,200 to 1,500-word blog post to link with 2-10 other pages. Scope includes research, synopsis-making, photo sourcing, keyword research, crafting and editing of content. May include uploading onto CMS.",[Expense],Shutterstock (per image),2, $ 50 , $ 100 , $ 50 , $ 100.00 ,,
[Custom] SEO asset: Content Pillar Page,"A 1,200 to 1,500-word blog post to link with 2-10 other pages. Scope includes research, synopsis-making, photo sourcing, keyword research, crafting and editing of content. May include uploading onto CMS.",Content Strategist,Strategy,2, $ 133 , $ 266 , $ 180 , $ 360.00 ,,
[Custom] SEO asset: Content Pillar Page,"A 1,200 to 1,500-word blog post to link with 2-10 other pages. Scope includes research, synopsis-making, photo sourcing, keyword research, crafting and editing of content. May include uploading onto CMS.",Project Manager,Project Management,0, $ 131 , $ -   , $ 180 , $ -   ,,
[Essential] SEO asset: 1 content Pillar Page and 5 Short Blog Posts,"This package includes 1x Content Pillar Page (1,200-1,500 words) linking to 5 Short Articles (600-800 words)",Marketer,Marketing,5, $ 140 , $ 700 , $ 170 , $ 850.00 ," $ 7,780.00 ",
[Essential] SEO asset: 1 content Pillar Page and 5 Short Blog Posts,"This package includes 1x Content Pillar Page (1,200-1,500 words) linking to 5 Short Articles (600-800 words)",Marketing Director,Marketing Direction,0, $ 240 , $ -   , $ 240 , $ -   ,,
[Essential] SEO asset: 1 content Pillar Page and 5 Short Blog Posts,"This package includes 1x Content Pillar Page (1,200-1,500 words) linking to 5 Short Articles (600-800 words)",Creative Director,Creative Direction,0, $ 280 , $ -   , $ 280 , $ -   ,,
[Essential] SEO asset: 1 content Pillar Page and 5 Short Blog Posts,"This package includes 1x Content Pillar Page (1,200-1,500 words) linking to 5 Short Articles (600-800 words)",[Expense],Shutterstock (per image),7, $ 50 , $ 350 , $ 50 , $ 350.00 ,,
[Essential] SEO asset: 1 content Pillar Page and 5 Short Blog Posts,"This package includes 1x Content Pillar Page (1,200-1,500 words) linking to 5 Short Articles (600-800 words)",Copywriter,Content,20, $ 147 ," $ 2,940 ", $ 170 ," $ 3,400.00 ",,
[Essential] SEO asset: 1 content Pillar Page and 5 Short Blog Posts,"This package includes 1x Content Pillar Page (1,200-1,500 words) linking to 5 Short Articles (600-800 words)",Designer,Creative,6, $ 122 , $ 732 , $ 170 ," $ 1,020.00 ",,
[Essential] SEO asset: 1 content Pillar Page and 5 Short Blog Posts,"This package includes 1x Content Pillar Page (1,200-1,500 words) linking to 5 Short Articles (600-800 words)",Content Strategist,Strategy,6, $ 133 , $ 798 , $ 180 ," $ 1,080.00 ",,
[Essential] SEO asset: 1 content Pillar Page and 5 Short Blog Posts,"This package includes 1x Content Pillar Page (1,200-1,500 words) linking to 5 Short Articles (600-800 words)",Project Manager,Project Management,6, $ 131 , $ 786 , $ 180 ," $ 1,080.00 ",,
[Essential] SEO asset: 1 content Pillar Page and 5 Short Blog Posts,"This package includes 1x Content Pillar Page (1,200-1,500 words) linking to 5 Short Articles (600-800 words)",Account Manager,Account Management,0, $ 170 , $ -   , $ 180 , $ -   ,,
[Essential] SEO asset: 1 content Pillar Page and 2 Short Blog Posts,"This package includes 1x Content Pillar Page (1,200-1,500 words) linking to 2 Short Articles (600-800 words)",Marketer,Marketing,4, $ 140 , $ 560 , $ 170 , $ 680.00 ," $ 4,340.00 ",
[Essential] SEO asset: 1 content Pillar Page and 2 Short Blog Posts,"This package includes 1x Content Pillar Page (1,200-1,500 words) linking to 2 Short Articles (600-800 words)",Marketing Director,Marketing Direction,0, $ 240 , $ -   , $ 240 , $ -   ,,
[Essential] SEO asset: 1 content Pillar Page and 2 Short Blog Posts,"This package includes 1x Content Pillar Page (1,200-1,500 words) linking to 2 Short Articles (600-800 words)",Creative Director,Creative Direction,0, $ 280 , $ -   , $ 280 , $ -   ,,
[Essential] SEO asset: 1 content Pillar Page and 2 Short Blog Posts,"This package includes 1x Content Pillar Page (1,200-1,500 words) linking to 2 Short Articles (600-800 words)",[Expense],Shutterstock (per image),4, $ 50 , $ 200 , $ 50 , $ 200.00 ,,
[Essential] SEO asset: 1 content Pillar Page and 2 Short Blog Posts,"This package includes 1x Content Pillar Page (1,200-1,500 words) linking to 2 Short Articles (600-800 words)",Copywriter,Content,11, $ 147 ," $ 1,617 ", $ 170 ," $ 1,870.00 ",,
[Essential] SEO asset: 1 content Pillar Page and 2 Short Blog Posts,"This package includes 1x Content Pillar Page (1,200-1,500 words) linking to 2 Short Articles (600-800 words)",Designer,Creative,3, $ 122 , $ 366 , $ 170 , $ 510.00 ,,
[Essential] SEO asset: 1 content Pillar Page and 2 Short Blog Posts,"This package includes 1x Content Pillar Page (1,200-1,500 words) linking to 2 Short Articles (600-800 words)",Content Strategist,Strategy,3, $ 133 , $ 399 , $ 180 , $ 540.00 ,,
[Essential] SEO asset: 1 content Pillar Page and 2 Short Blog Posts,"This package includes 1x Content Pillar Page (1,200-1,500 words) linking to 2 Short Articles (600-800 words)",Project Manager,Project Management,3, $ 131 , $ 393 , $ 180 , $ 540.00 ,,
[Essential] SEO asset: 1 content Pillar Page and 2 Short Blog Posts,"This package includes 1x Content Pillar Page (1,200-1,500 words) linking to 2 Short Articles (600-800 words)",Account Manager,Account Management,0, $ 170 , $ -   , $ 180 , $ -   ,,
[Essential] SEO asset: Short Blog Post,"A 600 to 800-word blog post. Scope includes research, synopsis-making, photo sourcing, keyword research, crafting and editing of content. May include uploading onto CMS.",Copywriter,Content,3, $ 147 , $ 441 , $ 170 , $ 510.00 ," $ 1,260.00 ",
[Essential] SEO asset: Short Blog Post,"A 600 to 800-word blog post. Scope includes research, synopsis-making, photo sourcing, keyword research, crafting and editing of content. May include uploading onto CMS.",Marketer,Marketing,1, $ 140 , $ 140 , $ 170 , $ 170.00 ,,
[Essential] SEO asset: Short Blog Post,"A 600 to 800-word blog post. Scope includes research, synopsis-making, photo sourcing, keyword research, crafting and editing of content. May include uploading onto CMS.",Designer,Creative,1, $ 122 , $ 122 , $ 170 , $ 170.00 ,,
[Essential] SEO asset: Short Blog Post,"A 600 to 800-word blog post. Scope includes research, synopsis-making, photo sourcing, keyword research, crafting and editing of content. May include uploading onto CMS.",Marketing Director,Marketing Direction,0, $ 240 , $ -   , $ 240 , $ -   ,,
[Essential] SEO asset: Short Blog Post,"A 600 to 800-word blog post. Scope includes research, synopsis-making, photo sourcing, keyword research, crafting and editing of content. May include uploading onto CMS.",[Expense],Shutterstock (per image),1, $ 50 , $ 50 , $ 50 , $ 50.00 ,,
[Essential] SEO asset: Short Blog Post,"A 600 to 800-word blog post. Scope includes research, synopsis-making, photo sourcing, keyword research, crafting and editing of content. May include uploading onto CMS.",Content Strategist,Strategy,1, $ 133 , $ 133 , $ 180 , $ 180.00 ,,
[Essential] SEO asset: Short Blog Post,"A 600 to 800-word blog post. Scope includes research, synopsis-making, photo sourcing, keyword research, crafting and editing of content. May include uploading onto CMS.",Project Manager,Project Management,1, $ 131 , $ 131 , $ 180 , $ 180.00 ,,
[Essential] SEO asset: Long Blog Post,"A 1,000 to 1,200-word blog post. Scope includes research, synopsis-making, photo sourcing, keyword research, crafting and editing of content. May include uploading onto CMS.",Copywriter,Content,5, $ 147 , $ 735 , $ 170 , $ 850.00 ," $ 1,650.00 ",
[Essential] SEO asset: Long Blog Post,"A 1,000 to 1,200-word blog post. Scope includes research, synopsis-making, photo sourcing, keyword research, crafting and editing of content. May include uploading onto CMS.",Marketer,Marketing,1, $ 140 , $ 140 , $ 170 , $ 170.00 ,,
[Essential] SEO asset: Long Blog Post,"A 1,000 to 1,200-word blog post. Scope includes research, synopsis-making, photo sourcing, keyword research, crafting and editing of content. May include uploading onto CMS.",Designer,Creative,1, $ 122 , $ 122 , $ 170 , $ 170.00 ,,
[Essential] SEO asset: Long Blog Post,"A 1,000 to 1,200-word blog post. Scope includes research, synopsis-making, photo sourcing, keyword research, crafting and editing of content. May include uploading onto CMS.",Marketing Director,Marketing Direction,0, $ 240 , $ -   , $ 240 , $ -   ,,
[Essential] SEO asset: Long Blog Post,"A 1,000 to 1,200-word blog post. Scope includes research, synopsis-making, photo sourcing, keyword research, crafting and editing of content. May include uploading onto CMS.",[Expense],Shutterstock (per image),2, $ 50 , $ 100 , $ 50 , $ 100.00 ,,
[Essential] SEO asset: Long Blog Post,"A 1,000 to 1,200-word blog post. Scope includes research, synopsis-making, photo sourcing, keyword research, crafting and editing of content. May include uploading onto CMS.",Content Strategist,Strategy,1, $ 133 , $ 133 , $ 180 , $ 180.00 ,,
[Essential] SEO asset: Long Blog Post,"A 1,000 to 1,200-word blog post. Scope includes research, synopsis-making, photo sourcing, keyword research, crafting and editing of content. May include uploading onto CMS.",Project Manager,Project Management,1, $ 131 , $ 131 , $ 180 , $ 180.00 ,,
[Essential] SEO asset: Content Pillar Page,"A 1,200 to 1,500-word blog post to link with 2-10 other pages. Scope includes research, synopsis-making, photo sourcing, keyword research, crafting and editing of content. May include uploading onto CMS.",Copywriter,Content,5, $ 147 , $ 735 , $ 170 , $ 850.00 ," $ 1,820.00 ",
[Essential] SEO asset: Content Pillar Page,"A 1,200 to 1,500-word blog post to link with 2-10 other pages. Scope includes research, synopsis-making, photo sourcing, keyword research, crafting and editing of content. May include uploading onto CMS.",Marketer,Marketing,2, $ 140 , $ 280 , $ 170 , $ 340.00 ,,
[Essential] SEO asset: Content Pillar Page,"A 1,200 to 1,500-word blog post to link with 2-10 other pages. Scope includes research, synopsis-making, photo sourcing, keyword research, crafting and editing of content. May include uploading onto CMS.",Designer,Creative,1, $ 122 , $ 122 , $ 170 , $ 170.00 ,,
[Essential] SEO asset: Content Pillar Page,"A 1,200 to 1,500-word blog post to link with 2-10 other pages. Scope includes research, synopsis-making, photo sourcing, keyword research, crafting and editing of content. May include uploading onto CMS.",Marketing Director,Marketing Direction,0, $ 240 , $ -   , $ 240 , $ -   ,,
[Essential] SEO asset: Content Pillar Page,"A 1,200 to 1,500-word blog post to link with 2-10 other pages. Scope includes research, synopsis-making, photo sourcing, keyword research, crafting and editing of content. May include uploading onto CMS.",[Expense],Shutterstock (per image),2, $ 50 , $ 100 , $ 50 , $ 100.00 ,,
[Essential] SEO asset: Content Pillar Page,"A 1,200 to 1,500-word blog post to link with 2-10 other pages. Scope includes research, synopsis-making, photo sourcing, keyword research, crafting and editing of content. May include uploading onto CMS.",Content Strategist,Strategy,1, $ 133 , $ 133 , $ 180 , $ 180.00 ,,
[Essential] SEO asset: Content Pillar Page,"A 1,200 to 1,500-word blog post to link with 2-10 other pages. Scope includes research, synopsis-making, photo sourcing, keyword research, crafting and editing of content. May include uploading onto CMS.",Project Manager,Project Management,1, $ 131 , $ 131 , $ 180 , $ 180.00 ,,
[Essential] SEO package: Audit and Hygiene package,"- Full SEO Audit: Content, Technical, and Domain Authority (up to 1 domains or 1 countries)
- Provision of a list of content and technical issues, recommendations, and fixes
- Provision of a list of toxic referring domains that we recommend disavowing
- Package of content optimisations for 50 pages including Title, Description, H1, and Keyword insertion.
- Package of 60 hours of Developers, an SEO specialist, and a Project Manager to implement, test, and release the necessary technical fixes in order of priority for the business
- Recommended timeline of 3 to 6 months",Marketer,Marketing,97.5, $ 140 ," $ 13,650 ", $ 170 ," $ 16,575.00 "," $ 29,725.00 ",
[Essential] SEO package: Audit and Hygiene package,"- Full SEO Audit: Content, Technical, and Domain Authority (up to 1 domains or 1 countries)
- Provision of a list of content and technical issues, recommendations, and fixes
- Provision of a list of toxic referring domains that we recommend disavowing
- Package of content optimisations for 50 pages including Title, Description, H1, and Keyword insertion.
- Package of 60 hours of Developers, an SEO specialist, and a Project Manager to implement, test, and release the necessary technical fixes in order of priority for the business
- Recommended timeline of 3 to 6 months",Marketing Director,Marketing Direction,10, $ 240 ," $ 2,400 ", $ 240 ," $ 2,400.00 ",,
[Essential] SEO package: Audit and Hygiene package,"- Full SEO Audit: Content, Technical, and Domain Authority (up to 1 domains or 1 countries)
- Provision of a list of content and technical issues, recommendations, and fixes
- Provision of a list of toxic referring domains that we recommend disavowing
- Package of content optimisations for 50 pages including Title, Description, H1, and Keyword insertion.
- Package of 60 hours of Developers, an SEO specialist, and a Project Manager to implement, test, and release the necessary technical fixes in order of priority for the business
- Recommended timeline of 3 to 6 months",Content Strategist,Strategy,0, $ 133 , $ -   , $ 180 , $ -   ,,
[Essential] SEO package: Audit and Hygiene package,"- Full SEO Audit: Content, Technical, and Domain Authority (up to 1 domains or 1 countries)
- Provision of a list of content and technical issues, recommendations, and fixes
- Provision of a list of toxic referring domains that we recommend disavowing
- Package of content optimisations for 50 pages including Title, Description, H1, and Keyword insertion.
- Package of 60 hours of Developers, an SEO specialist, and a Project Manager to implement, test, and release the necessary technical fixes in order of priority for the business
- Recommended timeline of 3 to 6 months",Copywriter,Content,0, $ 147 , $ -   , $ 170 , $ -   ,,
